orf_id	name	start	end	strand	length
NP_014311.3	TOP2		457704	461990	D	4287
NP_014312.1	TCB2		462411	465947	D	3537
NP_014313.1	SNN1		466334	466642	D	309
NP_014314.3	MKT1		467131	469623	D	2493
NP_014315.1	END3		470053	471102	R	1050
NP_014316.3	SAL1		471377	472861	D	1485
NP_014317.4	PMS1		473391	476012	D	2622
NP_014318.3	SWS2		476188	476619	R	432
NP_014319.1	EOS1		476932	478032	R	1101
NP_014320.1	TPM1		478566	479165	R	600
NP_014321.3	NIS1		479768	480991	D	1224
NP_014322.1	APJ1		481391	482977	D	1587
NP_014323.1	MKS1		483556	485310	D	1755
NP_014324.3	IMP4		485607	486479	D	873
NP_014325.3	MLF3		486766	488124	R	1359
NP_014326.1	MSK1		488386	490116	D	1731
NP_014327.1	RNH201		490317	491240	D	924
NP_014328.3	LAT1		491523	492971	D	1449
NP_014329.1	TOM7		493366	493548	D	183
NP_014330.1	RPL16B		493956	495001	R	1046
NP_014331.3	FKH2		495701	498289	R	2589
NP_878156.3	YNL067W-B		499417	499557	D	141
NP_014332.1	RPL9B		499681	500256	D	576
NP_014333.1	SUN4		501515	502777	D	1263
NP_014334.3	AQR1		503724	505484	D	1761
NP_014335.1	YDJ1		505868	507097	R	1230
NP_014336.1	MTQ1		507758	508702	D	945
NP_014337.3	GCD10		508776	510212	R	1437
NP_014338.3	NOP2		510540	512396	D	1857
NP_014339.1	ARP5		512668	514935	R	2268
NP_014340.1	YNL058C		515763	516713	R	951
NP_014342.3	OCA2		517249	517842	D	594
NP_014343.1	POR1		517994	518845	R	852
NP_001268465.1	YNL054W-B		519456	524706	D	5251
NP_058180.1	YNL054W-A		519456	520778	D	1323
NP_014344.3	VAC7		526086	529583	D	3498
NP_014345.3	MSG5		529942	531411	D	1470
NP_014346.1	COX5A		531725	532186	D	462
NP_014347.1	COG5		532659	533870	D	1212
NP_014348.3	YNL050C		534079	534982	R	904
NP_014349.1	SFB2		535281	537911	R	2631
NP_014350.1	ALG11		538173	539819	D	1647
NP_014351.3	SLM2		539911	541881	R	1971
NP_014352.3	YNL046W		542304	542822	D	519
NP_014353.1	LAP2		542963	544978	D	2016
NP_014354.2	YIP3		545268	545877	D	610
NP_878157.3	YNL042W-B		547113	547370	D	258
NP_014356.1	BOP3		548100	549290	D	1191
NP_014357.1	COG6		549468	551987	R	2520
NP_014358.3	YNL040W		553380	554750	D	1371
NP_014359.3	BDP1		555048	556832	D	1785
NP_014360.2	GPI15		557020	557783	D	764
NP_014361.1	IDH1		557920	559002	R	1083
NP_014362.3	NCE103		559814	560479	D	666
NP_014363.1	YNL035C		568522	569691	R	1170
NP_014364.1	YNL034W		570477	572315	D	1839
NP_014365.3	YNL033W		572999	573853	D	855
NP_014366.3	SIW14		574506	575351	D	846
NP_014367.1	HHT2		575640	576050	R	411
NP_014368.1	HHF2		576727	577038	D	312
NP_014369.3	KTR5		577205	578773	R	1569
NP_014371.1	CRZ1		579580	581616	D	2037
NP_014372.1	SAM50		581920	583374	D	1455
NP_014373.3	SSN8		584320	585291	R	972
NP_878158.3	KSH1		586602	586820	R	219
NP_014374.1	YNL024C		587107	587847	R	741
NP_014375.1	FAP1		588263	591160	R	2898
NP_014376.3	RCM1		591427	592899	R	1473
NP_014377.1	HDA1		593227	595347	D	2121
NP_014378.1	ARK1		595623	597539	R	1917
NP_014379.3	YNL019C		598376	599230	R	855
NP_014380.3	YNL018C		599936	601774	R	1839
NP_014382.1	PUB1		602907	604268	D	1362
NP_014383.1	PBI2		605384	605611	D	228
NP_014384.3	HEF3		606319	609453	D	3135
NP_014386.2	SPO1		609686	611665	D	1980
NP_014387.1	YNL011C		611836	613170	R	1335
NP_014388.3	YNL010W		613635	614360	D	726
NP_014389.3	IDP3		614821	616083	D	1263
NP_014390.2	ASI3		616211	618241	R	2031
NP_014391.1	SIS1		618507	619565	R	1059
NP_014392.3	LST8		620067	620978	D	912
NP_014393.1	MRP7		621313	622428	R	1116
NP_014394.2	HRB1		622915	624621	D	1707
NP_014395.3	PET8		624975	625829	R	855
NP_014396.3	RLP7		626174	627142	R	969
NP_014397.1	DOM34		627456	628616	D	1161
NP_014398.1	CIT1		629622	631061	R	1440
NP_014399.3	ATO2		633008	633856	R	849
NP_014400.1	RPC34		634344	635297	R	954
NP_014401.1	SWM2		635943	636383	D	441
NP_014403.3	VPS27		636986	638854	D	1869
NP_014404.3	ATG3		639182	640114	R	933
NP_014405.1	LRO1		640396	642381	D	1986
NP_014406.1	NRM1		642690	643439	D	750
NP_014407.3	CSE2		643744	644193	D	450
NP_014408.1	PRP2		644320	646950	R	2631
NP_014409.1	URK1		647432	648937	D	1506
NP_014410.3	PHO91		649028	651712	R	2685
NP_014411.3	YNR014W		652465	653103	D	639
NP_014412.1	SMM1		653387	654541	D	1155
NP_014413.1	ACC1		654673	661374	R	6702
NP_014414.3	TIM23		662913	663581	D	669
NP_014415.1	RCF2		664270	664944	D	675
NP_014416.1	ARE2		665339	667267	D	1929
NP_014417.3	ATP23		667410	668222	R	813
NP_014418.3	YNR021W		668377	669591	D	1215
NP_014419.1	MRPL50		669774	670193	R	420
NP_014420.1	SNF12		670418	672118	D	1701
NP_014421.3	MPP6		672409	672969	D	561
NP_014423.1	SEC12		673274	674689	R	1416
NP_014424.1	BUD17		674923	675876	D	954
NP_014425.3	CPR8		676177	677103	D	927
NP_014426.3	YNR029C		677199	678488	R	1290
NP_014427.1	ALG12		678799	680454	D	1656
NP_014428.1	SSK2		680694	685433	R	4740
NP_014429.3	PPG1		686010	687116	D	1107
NP_014430.1	HUB1		687243	687464	R	222
NP_014431.1	ABZ1		687635	689998	D	2364
NP_014432.3	SOL1		690321	691286	D	966
NP_061494.3	YNR034W-A		692561	692857	D	297
NP_014433.1	ARC35		693019	694047	R	1029
NP_014434.1	MRPS12		694361	694822	R	462
NP_014435.3	RSM19		695052	695327	R	276
NP_014436.1	DBP6		695595	697484	D	1890
NP_014437.1	ZRG17		697614	699431	R	1818
NP_014438.3	YNR040W		699690	700460	D	771
NP_014439.3	COQ2		700541	701659	R	1119
NP_014441.1	MVD1		701895	703085	D	1191
NP_014442.1	AGA1		703699	705876	D	2178
NP_014443.3	PET494		706139	707608	D	1470
NP_014444.1	TRM112		707788	708195	D	408
NP_014445.1	FPK1		708523	711204	D	2682
NP_014446.3	YNR048W		711630	712811	D	1182
NP_014447.3	MSO1		713023	713655	R	633
NP_014448.1	LYS9		714048	715388	R	1341
NP_014449.1	BRE5		716780	718327	R	1548
NP_014450.3	POP2		719346	720647	R	1302
NP_014451.1	NOG2		721120	723112	R	1993
NP_014452.1	ESF2		723356	724306	R	951
NP_014453.3	HOL1		728426	730186	R	1761
NP_014454.3	BIO5		731618	733303	R	1686
NP_014455.1	BIO4		733356	734069	R	714
NP_014456.1	BIO3		734291	735733	D	1443
NP_014457.3	MNT4		736803	738545	D	1743
NP_014458.1	FRE4		739951	742110	D	2160
NP_014459.1	YNR061C		742881	743540	R	660
NP_014460.3	YNR062C		744360	745343	R	984
NP_014461.3	YNR063W		746943	748766	D	1824
NP_014462.1	YNR064C		749136	750008	R	873
NP_014463.1	YNR065C		750350	753700	R	3351
NP_014464.3	YNR066C		753725	755035	R	1311
NP_014465.1	DSE4		755746	759099	R	3354
NP_014466.1	YNR068C		760067	760885	R	819
NP_014467.3	BSC5		761123	762592	R	1470
NP_014468.3	PDR18		765375	769376	D	4002
NP_014469.1	YNR071C		770440	771468	R	1029
NP_014470.1	HXT17		772657	774351	D	1695
NP_014471.3	YNR073C		774792	776300	R	1509
NP_014472.1	AIF1		777602	778738	R	1137
NP_014473.1	COS10		779916	781040	D	1125
NP_878159.3	YNR075C-A		781511	781603	R	93
NP_014474.3	PAU6		781918	782280	D	363
NP_001254791.1	YNR077C		783287	783541	R	255
NP_878160.1	YOL166W-A		585	740	D	156
NP_014477.1	AAD15		1647	2078	R	432
NP_878161.1	YOL164W-A		4130	4312	D	183
NP_014478.1	BDS1		6175	8115	D	1941
NP_014479.1	YOL163W		9597	10106	D	510
NP_014480.1	YOL162W		10119	10766	D	648
NP_014481.1	PAU20		11549	11911	R	363
NP_076909.1	YOL159C-A		15233	15505	R	273
NP_014483.1	YOL159C		17281	17796	R	516
NP_014484.1	ENB1		19491	21311	R	1821
NP_014485.1	IMA2		22525	24294	R	1770
NP_014486.1	HXT11		25273	26976	D	1704
NP_878162.1	YOL155W-A		27084	27218	D	135
NP_014487.1	HPF1		28703	31606	R	2904
NP_014488.1	ZPS1		34658	35407	D	750
NP_014489.2	FRE7		40748	42610	D	1863
NP_014490.1	GRE2		43694	44722	D	1029
NP_014492.1	DCP1		44938	45633	D	696
NP_014493.1	SPT20		45760	47574	R	1815
NP_014494.1	PEX11		47933	48643	R	711
NP_014495.2	PSF3		48864	49448	D	585
NP_014496.2	CTR9		49555	52788	R	3234
NP_014497.1	NOP8		53098	54552	D	1455
NP_014498.1	RIB4		54595	55104	R	510
NP_014499.2	RRP40		55558	56280	D	723
NP_014500.2	PPM2		56452	58539	D	2088
NP_014501.1	ARG8		58759	60030	D	1272
NP_014502.1	CDC33		60383	61024	R	642
NP_014503.2	RTC1		61325	65350	R	4026
NP_014504.1	BSC6		65621	67114	D	1494
NP_014505.1	PFK27		67561	68754	R	1194
NP_014506.1	MED7		69376	70044	R	669
NP_014508.1	HRT1		70325	70690	D	366
NP_014509.1	GAS4		71300	72715	D	1416
NP_014510.1	YOL131W		73031	73357	D	327
NP_014511.1	ALR1		74400	76979	D	2580
NP_014512.1	VPS68		77560	78114	D	555
NP_014513.1	YGK3		78352	79479	R	1128
NP_014514.1	RPL25		80348	81190	D	843
NP_014515.2	MDH2		81787	82920	R	1134
NP_014516.1	TRM13		83834	85264	D	1431
NP_014517.1	TRM11		85456	86757	R	1302
NP_014518.1	HRP1		87844	89448	D	1605
NP_014519.1	SMF1		89692	91419	R	1728
NP_014520.1	RPS19A		92026	92850	R	825
NP_014521.1	RPL18A		93395	94402	R	1008
NP_014522.1	MCH4		94856	96361	R	1506
NP_014524.1	RRI2		97551	99488	D	1938
NP_014525.1	MSN1		99809	100957	D	1149
NP_014526.1	PAP2		101475	103229	D	1755
NP_014527.1	YOL114C		103317	103925	R	609
NP_014528.1	SKM1		104326	106293	D	1968
NP_014529.1	MSB4		106710	108188	D	1479
NP_014530.1	MDY2		108258	108896	R	639
NP_014531.1	SHR5		109176	109889	D	714
NP_014532.1	ZEO1		110297	110638	D	342
NP_014533.1	INO4		111431	111886	R	456
NP_014534.1	YOL107W		112102	113130	D	1029
NP_014536.1	WSC3		114138	115808	R	1671
NP_014537.1	NDJ1		116396	117454	R	1059
NP_058181.1	YOL103W-B		118000	123268	D	5269
NP_058182.1	YOL103W-A		118000	119322	D	1323
NP_014538.2	ITR2		124001	125830	D	1830
NP_014539.1	TPT1		125997	126689	R	693
NP_014540.1	IZH4		126982	127920	R	939
NP_014541.1	PKH2		129237	132482	D	3246
NP_014543.1	YOL098C		132725	135838	R	3114
NP_878163.1	YOL097W-A		136220	136405	D	186
NP_014544.1	WRS1		136527	137825	R	1299
NP_014545.2	COQ3		138107	139045	R	939
NP_014546.1	HMI1		139227	141347	R	2121
NP_014547.1	RFC4		141584	142555	R	972
NP_014548.1	TRM10		142815	143696	D	882
NP_014549.1	YPQ1		144204	145130	D	927
NP_014550.1	SPO21		145334	147163	D	1830
NP_014551.1	MSH2		147382	150276	D	2895
NP_014552.1	HAL9		150398	153490	R	3093
NP_014553.1	MPD2		153912	154745	R	834
NP_014554.1	DUF1		155287	158637	R	3351
NP_076910.1	MHF1		159173	159445	D	273
NP_014555.1	ADH1		159548	160594	R	1047
NP_014557.1	PHM7		162356	165331	D	2976
NP_014558.1	ATG34		165714	166952	D	1239
NP_014559.1	ATG19		168727	169974	D	1248
NP_014560.1	IRA2		171070	180309	D	9240
NP_014561.1	REX4		180558	181427	R	870
NP_014563.1	AVO1		181682	185212	D	3531
NP_014564.1	ATP19		185438	185644	D	207
NP_014565.2	BRX1		185848	186723	R	876
NP_014566.1	MDM20		187024	189414	D	2391
NP_014567.2	YOL075C		189658	193542	R	3885
NP_014568.1	YOL073C		193832	194800	R	969
NP_014569.1	THP1		194970	196337	D	1368
NP_014570.1	EMI5		196507	196995	D	489
NP_014571.1	NBA1		197220	198725	R	1506
NP_014572.1	NUF2		198942	200297	D	1356
NP_014573.1	HST1		200368	201879	R	1512
NP_014574.1	RTG1		201985	202518	R	534
NP_014575.1	RIB2		202696	204471	R	1776
NP_014576.1	INP54		204731	205885	R	1155
NP_014577.1	MET22		206103	207176	R	1074
NP_014578.1	CRT10		207392	210265	R	2874
NP_014579.1	APM4		210520	211995	R	1476
NP_014580.1	PRS5		212244	213734	D	1491
NP_014581.1	MAM3		214017	216137	R	2121
NP_014582.1	GPD2		217126	218448	D	1323
NP_014583.2	ARG1		219211	220473	D	1263
NP_014584.1	YOL057W		220767	222902	D	2136
NP_014585.1	GPM3		223268	224179	D	912
NP_014586.1	THI20		224420	226075	R	1656
NP_014587.1	PSH1		228614	229834	D	1221
NP_014588.1	AIM39		230085	231272	D	1188
NP_014589.1	DDR2		231570	231755	R	186
NP_014590.1	SPE2		232446	233636	R	1191
NP_014591.1	GAL11		234940	238185	D	3246
NP_014593.1	GSH2		238619	240094	D	1476
NP_014594.2	RRT8		240204	241310	R	1107
NP_014595.2	YOL047C		241614	242747	R	1134
NP_014597.1	PSK2		243497	246802	D	3306
NP_014598.1	PEX15		247150	248301	D	1152
NP_014599.1	NTG2		248392	249534	R	1143
NP_014600.1	NGL1		249825	250916	D	1092
NP_014601.1	NOP12		251267	252646	R	1380
NP_014602.1	RPS15		253149	253577	R	429
NP_014603.1	RPP2A		254297	254617	D	321
NP_878164.1	YOL038C-A		254926	255021	R	96
NP_014604.1	PRE6		255337	256101	D	765
NP_014606.1	YOL036W		256745	259030	D	2286
NP_014608.1	SMC5		259923	263204	D	3282
NP_014609.1	MSE1		263475	265085	D	1611
NP_014610.1	OPI10		265429	266169	D	741
NP_014611.1	SIL1		266264	267529	R	1266
NP_014612.1	GAS5		268187	269641	D	1455
NP_014613.1	YOL029C		269815	270420	R	606
NP_014614.1	YAP7		270633	271370	R	738
NP_014615.1	MDM38		272003	273724	R	1722
NP_014616.1	MIM1		274012	274353	R	342
NP_014617.1	LAG2		274957	276939	D	1983
NP_014618.1	YOL024W		277086	277604	D	519
NP_014619.1	IFM1		278056	280086	D	2031
NP_014620.1	TSR4		280272	281498	R	1227
NP_014621.1	DIS3		282421	285426	R	3006
NP_014622.1	TAT2		286172	287950	D	1779
NP_878165.1	YOL019W-A		288420	288572	D	153
NP_014623.1	YOL019W		288898	290553	D	1656
NP_014624.1	TLG2		290881	292074	R	1194
NP_014625.1	ESC8		292529	294673	D	2145
NP_014626.1	CMK2		294777	296120	R	1344
NP_014627.1	IRC10		297078	298838	D	1761
NP_014628.1	YOL014W		299693	300067	D	375
NP_878166.1	YOL013W-A		301047	301238	D	192
NP_014630.1	HRD1		301380	303035	R	1656
NP_014631.1	HTZ1		303579	303983	R	405
NP_014632.1	PLB3		305349	307409	D	2061
NP_014633.1	RCL1		307938	309041	D	1104
NP_014634.1	MDM12		309324	310139	R	816
NP_014635.1	COQ10		310312	310935	D	624
NP_014636.1	CSI2		311342	312367	R	1026
NP_014637.1	TOP1		313078	315387	R	2310
NP_014638.1	RPB11		315813	316175	R	363
NP_014639.1	SIN3		316938	321548	D	4611
NP_014640.1	PFA4		321858	322994	R	1137
NP_014641.2	IZH2		323411	324364	R	954
NP_014642.1	PHO80		325249	326130	D	882
NP_014643.1	RRP6		326832	329033	D	2202
NP_014644.1	ALG6		329417	331051	D	1635
NP_014645.1	YSP3		331455	332891	D	1437
NP_014646.1	UTP23		333592	334356	D	765
NP_014647.1	DNL4		334509	337343	R	2835
NP_014648.1	TSR3		337680	338621	R	942
NP_014649.1	SGT2		338938	339978	R	1041
NP_014650.1	SLG1		341278	342414	R	1137
NP_014651.1	YOR008C-A		342857	343081	R	225
NP_014652.1	TIR4		344335	345798	D	1464
NP_014653.1	TIR2		346195	346950	R	756
NP_014654.1	AUS1		349679	353863	D	4185
NP_878167.1	YOR011W-A		355652	355858	D	207
NP_014655.1	YOR012W		356543	356956	D	414
NP_014657.1	RTS1		357674	359947	D	2274
NP_014659.1	ERP4		360461	361084	R	624
NP_014660.1	PET127		361412	363814	D	2403
NP_014661.1	ROD1		364369	366882	D	2514
NP_014662.1	YOR019W		368127	370319	D	2193
NP_014663.1	HSP10		370524	370844	R	321
NP_878168.1	YOR020W-A		371685	371957	D	273
NP_014664.1	SFM1		372798	373439	R	642
NP_014665.1	YOR022C		373710	375857	R	2148
NP_014666.1	AHC1		376012	377712	R	1701
NP_014668.1	HST3		378219	379562	D	1344
NP_014669.1	BUB3		379781	380806	D	1026
NP_014670.1	STI1		381053	382822	D	1770
NP_014671.1	CIN5		383533	384420	R	888
NP_014673.1	DFG16		386825	388684	D	1860
NP_014674.1	CRS5		389213	389422	D	210
NP_014675.1	HMS1		389771	391075	R	1305
NP_878169.1	YOR032W-A		392176	392376	D	201
NP_014676.1	EXO1		392416	394524	R	2109
NP_014677.1	AKR2		394837	397086	R	2250
NP_878170.1	YOR034C-A		397426	397668	R	243
NP_014678.1	SHE4		397735	400104	R	2370
NP_014679.1	PEP12		400348	401214	D	867
NP_014680.2	CYC2		401555	402655	D	1101
NP_014681.1	HIR2		402761	405388	R	2628
NP_014682.1	CKB2		405768	406544	D	777
NP_014683.1	GLO4		407064	407921	D	858
NP_014685.1	CUE5		408425	409660	D	1236
NP_014686.1	WHI2		410870	412330	D	1461
NP_014687.1	IRC23		413007	413480	D	474
NP_014688.1	TOM6		413852	414037	D	186
NP_014689.1	DBP5		414459	415907	R	1449
NP_014690.1	STD1		416347	417681	R	1335
NP_014691.1	RAT1		418630	421650	R	3021
NP_014692.1	RSB1		422668	423732	R	1065
NP_014694.1	ETT1		424846	426084	R	1239
NP_014695.1	YOR052C		426772	427224	R	453
NP_014697.1	VHS3		427833	429857	R	2025
NP_014699.1	NOB1		430247	431626	R	1380
NP_014700.1	SGT1		432186	433373	D	1188
NP_116582.1	ASE1		433688	436345	R	2658
NP_014702.1	YOR059C		438906	440258	R	1353
NP_014703.1	SLD7		440390	441163	R	774
NP_014704.1	CKA2		441534	442553	D	1020
NP_014705.1	YOR062C		442725	443531	R	807
NP_014706.1	RPL3		444686	445849	D	1164
NP_014707.1	YNG1		446079	446738	R	660
NP_014708.1	CYT1		447439	448368	D	930
NP_014709.1	MSA1		449436	451325	D	1890
NP_014710.1	ALG8		451729	453462	R	1734
NP_014712.2	VPS5		453768	455795	D	2028
NP_014711.1	VAM10		453869	454213	R	345
NP_014713.1	GYP1		455907	457820	R	1914
NP_014714.1	NRT1		459480	461276	R	1797
NP_878171.1	YOR072W-B		464469	464630	D	162
NP_014716.1	SGO1		464771	466543	D	1773
NP_014717.2	CDC21		466675	467589	R	915
NP_014718.1	UFE1		468212	469252	D	1041
NP_014719.1	SKI7		469377	471620	R	2244
NP_014720.1	RTS2		471899	472597	D	699
NP_014721.1	BUD21		472725	473369	D	645
NP_014722.1	ATX2		473475	474416	R	942
NP_014723.2	DIA2		474594	476792	D	2199
NP_014724.1	TGL5		476939	479188	R	2250
NP_014726.1	WHI5		479533	480420	D	888
NP_014727.1	LPX1		480587	481750	D	1164
NP_014728.1	OST3		482033	483085	D	1053
NP_014729.1	TCB1		483219	486779	R	3561
NP_014730.2	YVC1		487707	489734	D	2028
NP_014732.1	VPS21		490196	490828	R	633
NP_014733.1	PTC5		491123	492841	R	1719
NP_014734.2	TMA46		493433	494470	D	1038
NP_014735.1	ECM3		495127	496968	D	1842
NP_014736.1	YOR093C		497506	502452	R	4947
NP_014737.1	ARF3		502795	503346	D	552
NP_014738.1	RKI1		503552	504328	R	777
NP_014739.1	RPS7A		505794	506767	D	974
NP_014740.1	YOR097C		506978	507505	R	528
NP_014741.1	NUP1		507948	511178	R	3231
NP_014742.1	KTR1		511825	513006	D	1182
NP_014743.1	CRC1		513295	514278	R	984
NP_014744.1	RAS1		515244	516173	D	930
NP_014746.2	OST2		516449	516841	R	393
NP_014747.1	PIN2		517642	518490	D	849
NP_001257690.1	YOR105W		518195	518521	D	327
NP_014749.1	VAM3		519121	519972	D	852
NP_014750.3	RGS2		521353	522282	D	930
NP_014751.1	LEU9		523027	524841	D	1815
NP_014752.3	INP53		525278	528601	D	3324
NP_014753.1	TFC7		528941	530248	D	1308
NP_014754.3	YOR111W		530429	531127	D	699
NP_014755.1	CEX1		531508	533793	D	2286
NP_014756.3	AZF1		534075	536819	D	2745
NP_014757.1	YOR114W		537570	538454	D	885
NP_014758.3	TRS33		538659	539465	R	807
NP_014759.1	RPO31		539763	544145	R	4383
NP_014760.3	RPT5		545029	546333	D	1305
NP_014761.1	RTC5		546857	548560	D	1704
NP_014762.3	RIO1		548792	550246	R	1455
NP_014763.1	GCY1		551114	552052	D	939
NP_014765.3	PFY1		552298	552887	R	590
NP_014766.1	LEO1		553176	554570	R	1395
NP_014767.3	UBP2		554824	558642	R	3819
NP_014768.2	CAT5		559030	559731	R	702
NP_014769.3	IAH1		559961	560677	R	717
NP_014770.1	RGA1		561170	564193	D	3024
NP_014771.3	ADE2		564476	566191	R	1716
NP_014772.1	AFI1		566877	569558	R	2682
NP_014773.4	ORT1		569929	570807	R	879
NP_014774.1	YOR131C		572182	572838	R	657
NP_014775.3	VPS17		573175	574830	D	1656
NP_014776.1	EFT1		575098	577626	D	2529
NP_014777.3	BAG7		578564	579793	D	1230
NP_014779.1	IDH2		580250	581359	D	1110
NP_014780.3	SIA1		581813	583681	R	1869
NP_014781.1	RUP1		584309	586324	R	2016
NP_014783.4	SFL1		586981	589281	D	2301
NP_014784.1	ARP8		589942	592587	R	2646
NP_014785.3	LSC1		593057	594046	D	990
NP_058183.1	YOR142W-B		595112	600380	D	5269
NP_058184.3	YOR142W-A		595112	596434	D	1323
NP_014786.1	THI80		601383	602342	R	960
NP_014787.3	ELG1		602717	605092	R	2376
NP_014788.1	PNO1		605347	606171	R	825
NP_014790.4	MDM32		606607	608475	D	1869
NP_014791.1	SPP2		608640	609197	R	558
NP_014792.4	SMP3		609838	611388	R	1551
NP_014793.1	MRPL23		611999	612490	D	492
NP_014794.3	RPB2		612997	616671	R	3675
NP_014795.1	YOR152C		617518	618288	R	771
NP_014796.3	PDR5		619840	624375	D	4536
NP_014797.1	SLP1		624729	626492	D	1764
NP_014798.3	ISN1		626628	627980	R	1353
NP_014799.1	NFI1		628360	630540	R	2181
NP_014800.3	PUP1		630966	631751	R	786
NP_014801.1	PET123		632164	633120	D	957
NP_014802.3	SME1		633282	633566	R	285
NP_014803.1	MTR10		633839	636757	D	2919
NP_014804.3	PNS1		636939	638558	R	1620
NP_878172.1	YOR161C-C		639121	639267	R	147
NP_014805.3	YRR1		639560	641992	R	2433
NP_014806.1	DDP1		642741	643307	D	567
NP_014807.3	GET4		643394	644332	R	939
NP_014808.1	SEY1		644566	646896	D	2331
NP_014809.3	SWT1		647126	648502	R	1377
NP_014810.1	RPS28A		648804	649007	R	204
NP_014811.3	GLN4		649303	651732	D	2430
NP_014814.1	LCB4		652010	653884	R	1875
NP_014815.3	YRM1		654210	656570	D	2361
NP_014816.2	DCS2		657264	658325	D	1062
NP_014817.3	MED4		658747	659601	D	855
NP_014818.1	ALE1		659815	661674	R	1860
NP_014819.3	HEM15		662401	663582	D	1182
NP_014820.1	MPC54		665785	667179	R	1395
NP_014821.3	GAC1		667860	670241	R	2382
NP_014822.1	SYC1		671845	672411	R	567
NP_014823.3	DCI1		674352	675167	R	816
NP_014824.1	LAS17		675939	677840	D	1902
NP_014825.3	RPS30B		678191	678793	R	603
NP_014826.1	FYV12		678872	679261	D	390
NP_014827.3	SER1		679357	680544	D	1188
NP_014828.1	GSP2		681444	682106	R	663
NP_014829.3	YOR186W		683111	683545	D	435
NP_014830.1	TUF1		684030	685343	D	1314
NP_014831.3	MSB1		685767	689180	D	3414
NP_014832.1	IES4		689624	689974	D	351
NP_014833.3	SPR1		690695	692032	D	1338
NP_014834.1	ULS1		692475	697334	D	4860
NP_014835.3	THI72		698768	700567	R	1800
NP_878173.1	YOR192C-C		703988	704224	R	237
NP_058185.3	YOR192C-B		704419	709732	R	5314
NP_058186.1	YOR192C-A		708416	709732	R	1317
NP_014836.3	PEX27		710446	711576	D	1131
NP_014837.1	TOA1		711683	712543	R	861
NP_014838.3	SLK19		712866	715331	D	2466
NP_014839.1	LIP5		715593	716837	R	1245
NP_014840.4	MCA1		717086	718384	D	1299
NP_014841.1	BFR1		718653	720065	R	1413
NP_014844.3	MRM1		720470	721708	R	1239
NP_014845.1	HIS3		721946	722608	D	663
NP_014847.3	DED1		722911	724725	D	1815
NP_014848.1	GEP3		725564	727234	R	1671
NP_014849.3	NOC2		727512	729644	D	2133
NP_014850.1	RET1		730008	733457	R	3450
NP_014851.3	PTP2		733925	736177	D	2253
NP_014852.1	NPT1		736437	737726	R	1290
NP_014853.3	RPB10		738320	738532	D	213
NP_014854.2	MGM1		738924	741569	R	2646
NP_014855.3	STE4		742910	744181	D	1272
NP_014856.1	SAS5		744535	745281	R	747
NP_014857.3	YOR214C		745593	746303	R	711
NP_014858.1	AIM41		746725	747282	R	558
NP_014859.3	RUD3		747525	748979	R	1455
NP_014860.1	RFC1		749301	751886	D	2586
NP_014862.3	STE13		752214	755009	R	2796
NP_014863.1	RCN2		755328	756125	D	798
NP_014864.4	MCT1		756476	757558	R	1083
NP_014865.1	ODC2		758330	759253	D	924
NP_014866.3	YOR223W		759782	760660	D	879
NP_014867.1	RPB8		760825	761265	R	441
NP_014869.3	ISU2		761614	762084	R	471
NP_014870.1	HER1		762825	766565	D	3741
NP_014871.3	YOR228C		766869	767777	R	909
NP_014872.1	WTM2		768409	769812	D	1404
NP_014873.3	WTM1		770800	772113	D	1314
NP_014874.1	MKK1		772601	774127	D	1527
NP_014875.3	MGE1		774573	775259	D	687
NP_014876.1	KIN4		775846	778248	D	2403
NP_014877.3	RPL33B		778555	779405	R	851
NP_014879.1	DFR1		780906	781541	D	636
NP_014880.3	HES1		781994	783298	D	1305
NP_014881.2	YOR238W		783677	784588	D	912
NP_014882.4	ABP140		784857	786744	D	1888
NP_014884.1	MET7		786995	788641	D	1647
NP_014885.3	SSP2		788742	789857	R	1116
NP_014886.1	PUS7		790211	792241	R	2031
NP_014887.3	ESA1		792531	793868	D	1338
NP_014888.1	DGA1		794076	795332	R	1257
NP_014889.3	ENV9		795801	796793	R	993
NP_014890.1	SRL1		797676	798308	D	633
NP_014892.3	APC5		798674	800731	R	2058
NP_014893.1	CLP1		800970	802307	R	1338
NP_014894.3	TUM1		802550	803464	R	915
NP_014895.2	TMA16		803667	804203	D	537
NP_014896.3	NAT5		804377	804907	D	531
NP_014897.1	SEC63		805032	807023	R	1992
NP_014898.3	OSW1		807271	808107	D	837
NP_014899.1	TRE2		808254	810683	R	2430
NP_014900.3	CDC31		811008	811493	D	486
NP_014901.1	HNT3		811671	812324	D	654
NP_014902.3	RPT4		812395	813708	R	1314
NP_014903.1	GCD1		813984	815720	D	1737
NP_014904.3	RPN8		815915	816931	R	1017
NP_014905.1	GPN2		817292	818335	D	1044
NP_014907.3	DSE3		818866	820158	D	1293
NP_014908.1	RBL2		820454	820774	D	321
NP_014909.3	PNT1		821023	822294	D	1272
NP_014910.1	HRK1		822588	824867	R	2280
NP_014911.3	YOR268C		825534	825932	R	399
NP_014912.1	PAC1		826385	827869	D	1485
NP_014913.3	VPH1		828052	830574	R	2523
NP_014914.1	FSF1		831059	832042	R	984
NP_014915.3	YTM1		832813	834195	D	1383
NP_014916.1	TPO4		834452	836431	R	1980
