orf_id	gene	length
YIL163C	YIL163C	354
YIL164C	NIT1	600
YIL165C	YIL165C	360
YIL166C	YIL166C	1629
YIL167W	YIL167W	633
YIL168W	SDL1	384
YIL169C	YIL169C	2988
YIL170W	HXT12	1374
YIL171W	HXT12	330
YIL172C	YIL172C	1770
YIL173W	VTH1	4650
YIL174W	YIL174W	228
YIL175W	YIL175W	318
YIL176C	YIL176C	363
YIL177C	YIL177C	5665
YIR001C	SGN1	753
YIR002C	MPH1	2982
YIR003W	YIR003W	2040
YIR004W	DJP1	1299
YIR005W	IST3	447
YIR006C	PAN1	4443
YIR007W	YIR007W	2295
YIR008C	PRI1	1230
YIR009W	MSL1	336
YIR010W	YIR010W	1731
YIR011C	STS1	960
YIR012W	SQT1	1296
YIR013C	GAT4	366
YIR014W	YIR014W	831
YIR015W	RPR2	435
YIR016W	YIR016W	798
YIR017C	MET28	564
YIR018W	YAP5	738
YIR019C	MUC1	4104
YIR020C	YIR020C	303
YIR020W-B	YIR020W-B	243
YIR021W	MRS1	1092
YIR022W	SEC11	504
YIR023W	DAL81	2913
YIR024C	GIF1	651
YIR025W	YIR025W	1107
YIR026C	YVH1	1095
YIR027C	DAL1	1383
YIR028W	DAL4	1908
YIR029W	DAL2	1032
YIR030C	DCG1	735
YIR031C	DAL7	1665
YIR032C	DAL3	588
YIR033W	MGA2	3342
YIR034C	LYS1	1122
YIR035C	YIR035C	765
YIR036C	YIR036C	792
YIR037W	HYR1	492
YIR038C	GTT1	705
YIR039C	YPS6	1614
YIR040C	YIR040C	333
YIR041W	YIR041W	375
YIR042C	YIR042C	711
YIR043C	YIR043C	693
YIR044C	YIR044C	186
YJL001W	PRE3	764
YJL002C	OST1	1431
YJL003W	YJL003W	357
YJL004C	SYS1	612
YJL005W	CYR1	6081
YJL006C	CTK2	972
YJL007C	YJL007C	315
YJL008C	CCT8	1707
YJL009W	YJL009W	327
YJL010C	YJL010C	2001
YJL011C	YJL011C	486
YJL012C	PHM3	1947
YJL013C	MAD3	1548
YJL014W	CCT3	1605
YJL015C	YJL015C	375
YJL016W	YJL016W	516
YJL017W	YJL017W	978
YJL018W	YJL018W	315
YJL019W	YJL019W	1863
YJL020C	YJL020C	2316
YJL021C	YJL021C	1098
YJL022W	YJL022W	309
YJL023C	PET130	1044
YJL024C	APS3	662
YJL025W	RRN7	1545
YJL026W	RNR2	1200
YJL027C	YJL027C	417
YJL028W	YJL028W	336
YJL029C	VPS53	2469
YJL030W	MAD2	591
YJL031C	BET4	873
YJL032W	YJL032W	315
YJL033W	HCA4	2313
YJL034W	KAR2	2049
YJL035C	TAD2	753
YJL036W	SNX4	1272
YJL037W	YJL037W	675
YJL038C	YJL038C	660
YJL039C	NUP192	5052
YJL041W	NSP1	2590
YJL042W	MHP1	4197
YJL043W	YJL043W	774
YJL044C	GYP6	1377
YJL045W	YJL045W	1905
YJL046W	YJL046W	1356
YJL047C	RTT101	2529
YJL048C	YJL048C	1191
YJL049W	YJL049W	1353
YJL050W	MTR4	3222
YJL051W	YJL051W	2469
YJL052W	TDH1	999
YJL053W	PEP8	1140
YJL054W	TIM54	1437
YJL055W	YJL055W	738
YJL056C	ZAP1	2643
YJL057C	IKS1	2004
YJL058C	YJL058C	1632
YJL059W	YHC3	1227
YJL060W	YJL060W	1335
YJL061W	NUP82	2142
YJL062W	LAS21	2493
YJL063C	MRPL8	717
YJL064W	YJL064W	396
YJL065C	YJL065C	504
YJL066C	YJL066C	759
YJL067W	YJL067W	351
YJL068C	YJL068C	900
YJL069C	YJL069C	1785
YJL070C	YJL070C	2667
YJL071W	ARG2	1725
YJL072C	YJL072C	642
YJL073W	JEM1	1938
YJL074C	SMC3	3693
YJL075C	YJL075C	417
YJL076W	NET1	3570
YJL077C	ICS3	396
YJL078C	PRY3	2646
YJL079C	PRY1	900
YJL080C	SCP160	3669
YJL081C	ARP4	1470
YJL082W	IML2	2196
YJL083W	YJL083W	1815
YJL084C	YJL084C	3141
YJL085W	EXO70	1872
YJL086C	YJL086C	369
YJL087C	TRL1	2484
YJL088W	ARG3	1017
YJL089W	SIP4	2490
YJL090C	DPB11	2295
YJL091C	YJL091C	1497
YJL092W	HPR5	3525
YJL093C	TOK1	2076
YJL094C	YJL094C	2622
YJL095W	BCK1	4437
YJL096W	MRPL49	675
YJL097W	YJL097W	654
YJL098W	SAP185	3177
YJL099W	CHS6	2241
YJL100W	YJL100W	1824
YJL101C	GSH1	2037
YJL102W	MEF2	2460
YJL103C	YJL103C	1857
YJL104W	YJL104W	450
YJL105W	YJL105W	1683
YJL106W	IME2	1938
YJL107C	YJL107C	1164
YJL108C	PRM10	1152
YJL109C	YJL109C	5310
YJL110C	GZF3	1656
YJL111W	CCT7	1653
YJL112W	MDV1	2145
YJL113W	YJL113W	5413
YJL114W	YJL114W	1245
YJL115W	ASF1	840
YJL116C	NCA3	1014
YJL117W	PHO86	936
YJL118W	YJL118W	660
YJL119C	YJL119C	324
YJL120W	YJL120W	324
YJL121C	RPE1	717
YJL122W	YJL122W	528
YJL123C	YJL123C	1437
YJL124C	LSM1	519
YJL125C	GCD14	1152
YJL126W	NIT2	924
YJL127C	SPT10	1923
YJL128C	PBS2	2007
YJL129C	TRK1	3708
YJL130C	URA2	6645
YJL131C	YJL131C	1071
YJL132W	YJL132W	2253
YJL133W	MRS3	945
YJL134W	LCB3	1230
YJL135W	YJL135W	318
YJL136C	RPS21B	724
YJL137C	GLG2	1143
YJL138C	TIF2	1188
YJL139C	YUR1	1287
YJL140W	RPB4	666
YJL141C	YAK1	2424
YJL142C	YJL142C	393
YJL143W	TIM17	477
YJL144W	YJL144W	315
YJL145W	YJL145W	885
YJL146W	IDS2	1410
YJL147C	YJL147C	1149
YJL148W	RPA34	702
YJL149W	YJL149W	1992
YJL150W	YJL150W	303
YJL151C	YJL151C	402
YJL152W	YJL152W	360
YJL153C	INO1	1668
YJL154C	VPS35	2835
YJL155C	FBP26	1359
YJL156C	SSY5	2064
YJL157C	FAR1	2493
YJL158C	CIS3	684
YJL159W	HSP150	933
YJL160C	YJL160C	543
YJL161W	YJL161W	543
YJL162C	YJL162C	1449
YJL163C	YJL163C	1668
YJL164C	SRA3	1194
YJL165C	HAL5	2568
YJL166W	QCR8	285
YJL167W	ERG20	1059
YJL168C	SET2	2202
YJL169W	YJL169W	369
YJL170C	ASG7	552
YJL171C	YJL171C	1191
YJL172W	CPS1	1731
YJL173C	RFA3	369
YJL174W	KRE9	831
YJL175W	YJL175W	513
YJL176C	SWI3	2478
YJL177W	RPL17B	872
YJL178C	YJL178C	591
YJL179W	PFD1	330
YJL180C	ATP12	978
YJL181W	YJL181W	1836
YJL182C	YJL182C	318
YJL183W	MNN11	1269
YJL184W	YJL184W	372
YJL185C	YJL185C	882
YJL186W	MNN5	1761
YJL187C	SWE1	2460
YJL188C	YJL188C	309
YJL189W	RPL39	542
YJL190C	RPS22A	393
YJL191W	RPS14B	825
YJL192C	YJL192C	705
YJL193W	YJL193W	1209
YJL194W	CDC6	1542
YJL195C	YJL195C	702
YJL196C	ELO1	933
YJL197W	UBP12	3765
YJL198W	YJL198W	2646
YJL199C	YJL199C	327
YJL200C	YJL200C	2370
YJL201W	ECM25	1800
YJL202C	YJL202C	348
YJL203W	PRP21	843
YJL204C	YJL204C	2523
YJL205C-A	NCE101	305
YJL206C	YJL206C	2277
YJL207C	YJL207C	6045
YJL208C	NUC1	990
YJL209W	CBP1	1965
YJL210W	PEX2	816
YJL211C	YJL211C	444
YJL212C	OPT1	2400
YJL213W	YJL213W	996
YJL214W	HXT8	1710
YJL215C	YJL215C	360
YJL216C	YJL216C	1746
YJL217W	YJL217W	597
YJL218W	YJL218W	591
YJL219W	HXT9	1704
YJL220W	YJL220W	453
YJL221C	FSP2	1770
YJL222W	VTH2	4650
YJL223C	PAU1	363
YJL225C	YJL225C	5665
YJR001W	YJR001W	1809
YJR002W	MPP10	1782
YJR003C	YJR003C	1620
YJR004C	SAG1	1953
YJR005W	APL1	2103
YJR006W	HYS2	1464
YJR007W	SUI2	915
YJR008W	YJR008W	1017
YJR009C	TDH2	999
YJR010C-A	SPC1	285
YJR010W	MET3	1536
YJR011C	YJR011C	786
YJR012C	YJR012C	624
YJR013W	YJR013W	918
YJR014W	YJR014W	597
YJR015W	YJR015W	1533
YJR016C	ILV3	1758
YJR017C	ESS1	573
YJR018W	YJR018W	363
YJR019C	TES1	1050
YJR020W	YJR020W	333
YJR021C	REC107	1025
YJR022W	LSM8	387
YJR023C	YJR023C	402
YJR024C	YJR024C	735
YJR025C	BNA1	534
YJR026W	YJR026W	1323
YJR027W	YJR027W	5269
YJR028W	YJR028W	1323
YJR029W	YJR029W	5269
YJR030C	YJR030C	2238
YJR031C	GEA1	4227
YJR032W	CPR7	1182
YJR033C	RAV1	4074
YJR034W	PET191	327
YJR035W	RAD26	3258
YJR036C	HUL4	2679
YJR037W	YJR037W	384
YJR038C	YJR038C	363
YJR039W	YJR039W	3366
YJR040W	GEF1	2340
YJR041C	YJR041C	3525
YJR042W	NUP85	2235
YJR043C	POL32	1053
YJR044C	YJR044C	423
YJR045C	SSC1	1965
YJR046W	TAH11	1815
YJR047C	ANB1	474
YJR048W	CYC1	330
YJR049C	UTR1	1593
YJR050W	ISY1	708
YJR051W	OSM1	1506
YJR052W	RAD7	1698
YJR053W	BFA1	1725
YJR054W	YJR054W	1494
YJR055W	HIT1	495
YJR056C	YJR056C	711
YJR057W	CDC8	651
YJR058C	APS2	444
YJR059W	PTK2	2457
YJR060W	CBF1	1056
YJR061W	YJR061W	2808
YJR062C	NTA1	1374
YJR063W	RPA12	378
YJR064W	CCT5	1689
YJR065C	ARP3	1350
YJR066W	TOR1	7413
YJR067C	YAE1	426
YJR068W	RFC2	1062
YJR069C	HAM1	594
YJR070C	YJR070C	978
YJR071W	YJR071W	369
YJR072C	YJR072C	1158
YJR073C	OPI3	621
YJR074W	MOG1	657
YJR075W	HOC1	1191
YJR076C	CDC11	1248
YJR077C	MIR1	936
YJR078W	YJR078W	1362
YJR079W	YJR079W	1035
YJR080C	YJR080C	1185
YJR082C	YJR082C	342
YJR083C	YJR083C	930
YJR084W	YJR084W	1272
YJR085C	YJR085C	318
YJR086W	STE18	333
YJR087W	YJR087W	351
YJR088C	YJR088C	879
YJR089W	BIR1	2865
YJR090C	GRR1	3456
YJR091C	JSN1	3276
YJR092W	BUD4	3963
YJR093C	FIP1	984
YJR094C	IME1	1083
YJR094W-A	RPL43B	554
YJR095W	SFC1	969
YJR096W	YJR096W	849
YJR097W	YJR097W	519
YJR098C	YJR098C	1968
YJR099W	YUH1	711
YJR100C	YJR100C	984
YJR101W	YJR101W	801
YJR102C	YJR102C	609
YJR103W	URA8	1695
YJR104C	SOD1	465
YJR105W	YJR105W	1023
YJR106W	ECM27	2178
YJR107W	YJR107W	987
YJR108W	ABM1	372
YJR109C	CPA2	3357
YJR110W	YJR110W	2067
YJR111C	YJR111C	852
YJR112W	NNF1	606
YJR113C	YJR113C	744
YJR114W	YJR114W	393
YJR115W	YJR115W	510
YJR116W	YJR116W	840
YJR117W	STE24	1362
YJR118C	ILM1	612
YJR119C	YJR119C	2187
YJR120W	YJR120W	351
YJR121W	ATP2	1536
YJR122W	CAF17	1494
YJR123W	RPS5	678
YJR124C	YJR124C	1347
YJR125C	ENT3	1227
YJR126C	YJR126C	2436
YJR127C	ZMS1	4143
YJR128W	YJR128W	360
YJR129C	YJR129C	1020
YJR130C	STR2	1920
YJR131W	MNS1	1650
YJR132W	NMD5	3147
YJR133W	XPT1	630
YJR134C	SGM1	2124
YJR135C	MCM22	720
YJR135W-A	TIM8	264
YJR136C	YJR136C	1266
YJR137C	ECM17	4329
YJR138W	IML1	4755
YJR139C	HOM6	1080
YJR140C	HIR3	4947
YJR141W	YJR141W	1044
YJR142W	YJR142W	1029
YJR143C	PMT4	2289
YJR144W	MGM101	810
YJR145C	RPS4A	1042
YJR146W	YJR146W	354
YJR147W	HMS2	1077
YJR148W	BAT2	1131
YJR149W	YJR149W	1215
YJR150C	DAN1	897
YJR151C	YJR151C	3486
YJR152W	DAL5	1632
YJR153W	PGU1	1086
YJR154W	YJR154W	1041
YJR155W	AAD10	867
YJR156C	THI11	1023
YJR157W	YJR157W	363
YJR158W	HXT16	1704
YJR159W	SOR1	1074
YJR160C	YJR160C	1809
YJR161C	COS5	1152
YJR162C	YJR162C	351
YKL001C	MET14	609
YKL002W	YKL002W	767
YKL003C	MRP17	396
YKL004W	AUR1	1206
YKL005C	YKL005C	1785
YKL006C-A	SFT1	435
YKL006W	RPL14A	815
YKL007W	CAP1	807
YKL008C	LAC1	1257
YKL009W	MRT4	711
YKL010C	UFD4	4452
YKL011C	CCE1	1062
YKL012W	PRP40	1752
YKL013C	ARC19	516
YKL014C	YKL014C	5295
YKL015W	PUT3	2940
YKL016C	ATP7	525
YKL017C	HCS1	2052
YKL018W	YKL018W	990
YKL019W	RAM2	951
YKL020C	SPT23	3249
YKL021C	MAK11	1407
YKL022C	CDC16	2523
YKL023W	YKL023W	834
YKL024C	URA6	615
YKL025C	PAN3	2040
YKL026C	GPX1	504
YKL027W	YKL027W	1344
YKL028W	TFA1	1449
YKL029C	MAE1	2010
YKL030W	YKL030W	606
YKL031W	YKL031W	414
YKL032C	IXR1	1794
YKL033W	YKL033W	3117
YKL033W-A	YKL033W-A	183
YKL034W	YKL034W	2277
YKL035W	UGP1	1500
YKL036C	YKL036C	393
YKL037W	YKL037W	357
YKL038W	RGT1	3513
YKL039W	PTM1	1596
YKL040C	NFU1	771
YKL041W	VPS24	675
YKL042W	SPC42	1092
YKL043W	PHD1	1101
YKL044W	YKL044W	321
YKL045W	PRI2	1587
YKL046C	YKL046C	1350
YKL047W	YKL047W	1551
YKL048C	ELM1	1923
YKL049C	CSE4	414
YKL050C	YKL050C	2769
YKL051W	YKL051W	1062
YKL052C	YKL052C	879
YKL053C-A	YKL053C-A	261
YKL053W	YKL053W	375
YKL054C	VID31	2217
YKL055C	OAR1	837
YKL056C	YKL056C	504
YKL057C	NUP120	3114
YKL058W	TOA2	369
YKL059C	YKL059C	1326
YKL060C	FBA1	1080
YKL061W	YKL061W	342
YKL062W	MSN4	1893
YKL063C	YKL063C	504
YKL064W	MNR2	2910
YKL065C	YET1	621
YKL066W	YKL066W	444
YKL067W	YNK1	462
YKL068W	NUP100	2880
YKL069W	YKL069W	543
YKL070W	YKL070W	510
YKL071W	YKL071W	771
YKL072W	STB6	2301
YKL073W	LHS1	2646
YKL074C	MUD2	1584
YKL075C	YKL075C	1353
YKL076C	YKL076C	384
YKL077W	YKL077W	1179
YKL078W	YKL078W	2208
YKL079W	SMY1	1971
YKL080W	VMA5	1179
YKL081W	TEF4	1565
YKL082C	YKL082C	1305
YKL083W	YKL083W	615
YKL084W	YKL084W	351
YKL085W	MDH1	1005
YKL086W	YKL086W	384
YKL087C	CYT2	675
YKL088W	YKL088W	1716
YKL089W	MIF2	1650
YKL090W	YKL090W	1332
YKL091C	YKL091C	933
YKL092C	BUD2	3315
YKL093W	MBR1	1020
YKL094W	YJU3	942
YKL095W	YJU2	837
YKL096W	CWP1	720
YKL096W-A	CWP2	279
YKL097C	YKL097C	411
YKL098W	YKL098W	1074
YKL099C	YKL099C	771
YKL100C	YKL100C	1764
YKL101W	HSL1	4557
YKL102C	YKL102C	306
YKL103C	LAP4	1545
YKL104C	GFA1	2154
YKL105C	YKL105C	3399
YKL106W	AAT1	1356
YKL107W	YKL107W	930
YKL108W	SLD2	1362
YKL109W	HAP4	1665
YKL110C	KTI12	942
YKL111C	YKL111C	336
YKL112W	ABF1	2196
YKL113C	RAD27	1149
YKL114C	APN1	1104
YKL115C	YKL115C	393
YKL116C	YKL116C	1557
YKL117W	SBA1	651
YKL118W	YKL118W	312
YKL119C	VPH2	648
YKL120W	OAC1	975
YKL121W	YKL121W	2559
YKL122C	SRP21	504
YKL123W	YKL123W	381
YKL124W	SSH4	1740
YKL125W	RRN3	1884
YKL126W	YPK1	2043
YKL127W	PGM1	1713
YKL128C	PMU1	888
YKL129C	MYO3	3816
YKL130C	SHE2	741
YKL131W	YKL131W	522
YKL132C	RMA1	1293
YKL133C	YKL133C	1392
YKL134C	OCT1	2313
YKL135C	APL2	2181
YKL136W	YKL136W	399
YKL137W	YKL137W	312
YKL138C	MRPL31	396
YKL139W	CTK1	1587
YKL140W	TGL1	1647
YKL141W	SDH3	597
YKL142W	MRP8	660
YKL143W	LTV1	1392
YKL144C	RPC25	639
YKL145W	RPT1	1404
YKL146W	YKL146W	2079
YKL147C	YKL147C	618
YKL148C	SDH1	1923
YKL149C	DBR1	1218
YKL150W	MCR1	909
YKL151C	YKL151C	1014
YKL152C	GPM1	744
YKL153W	YKL153W	510
YKL154W	SRP102	735
YKL155C	YKL155C	1887
YKL156W	RPS27A	599
YKL157W	APE2	3191
YKL159C	RCN1	636
YKL160W	YKL160W	438
YKL161C	YKL161C	1302
YKL162C	YKL162C	1209
YKL162C-A	YKL162C-A	153
YKL163W	PIR3	978
YKL164C	PIR1	1026
YKL165C	MCD4	2760
YKL166C	TPK3	1197
YKL167C	MRP49	414
YKL168C	KKQ8	2205
YKL169C	YKL169C	384
YKL170W	MRPL38	417
YKL171W	YKL171W	2787
YKL172W	EBP2	1284
YKL173W	SNU114	3027
YKL174C	YKL174C	1857
YKL175W	YKL175W	1512
YKL176C	LST4	2487
YKL177W	YKL177W	339
YKL178C	STE3	1413
YKL179C	YKL179C	2040
YKL180W	RPL17A	861
YKL181W	PRS1	1284
YKL182W	FAS1	6156
YKL183W	YKL183W	921
YKL184W	SPE1	1401
YKL185W	ASH1	1767
YKL186C	MTR2	555
YKL187C	YKL187C	2253
YKL188C	PXA2	2562
YKL189W	HYM1	1200
YKL190W	CNB1	604
YKL191W	DPH2	1605
YKL192C	ACP1	378
YKL193C	SDS22	1017
YKL194C	MST1	1389
YKL195W	YKL195W	1284
YKL196C	YKT6	603
YKL197C	PEX1	3132
YKL198C	PTK1	1200
YKL199C	YKT9	840
YKL201C	MNN4	3537
YKL202W	YKL202W	582
YKL203C	TOR2	7422
YKL204W	EAP1	1899
YKL205W	LOS1	3303
YKL206C	YKL206C	804
YKL207W	YKL207W	783
YKL208W	CBT1	816
YKL209C	STE6	3873
YKL210W	UBA1	3075
YKL211C	TRP3	1455
YKL212W	SAC1	1872
YKL213C	DOA1	2148
YKL214C	YKL214C	612
YKL215C	YKL215C	3861
YKL216W	URA1	945
YKL217W	JEN1	1851
YKL218C	SRY1	981
YKL219W	COS9	1224
YKL220C	FRE2	2136
YKL221W	YKL221W	1422
YKL222C	YKL222C	2118
YKL223W	YKL223W	333
YKL224C	YKL224C	372
YKL225W	YKL225W	348
YKR001C	VPS1	2115
YKR002W	PAP1	1707
YKR003W	YKR003W	1347
YKR004C	ECM9	879
YKR005C	YKR005C	1344
YKR006C	MRPL13	828
YKR007W	YKR007W	555
YKR008W	RSC4	1878
YKR009C	FOX2	2703
YKR010C	TOF2	2316
YKR011C	YKR011C	1062
YKR012C	YKR012C	378
YKR013W	PRY2	990
YKR014C	YPT52	705
YKR015C	YKR015C	1707
YKR016W	YKR016W	1623
YKR017C	YKR017C	1656
YKR018C	YKR018C	2178
YKR019C	IRS4	1848
YKR020W	YKR020W	495
YKR021W	YKR021W	2748
YKR022C	YKR022C	969
YKR023W	YKR023W	1593
YKR024C	DBP7	2229
YKR025W	RPC37	849
YKR026C	GCN3	918
YKR027W	YKR027W	2298
YKR028W	SAP190	3297
YKR029C	YKR029C	2256
YKR030W	YKR030W	822
YKR031C	SPO14	5052
YKR032W	YKR032W	315
YKR033C	YKR033C	426
YKR034W	DAL80	810
YKR035C	YKR035C	642
YKR035W-A	FTI1	615
YKR036C	CAF4	1980
YKR037C	SPC34	888
YKR038C	YKR038C	1266
YKR039W	GAP1	1809
YKR040C	YKR040C	504
YKR041W	YKR041W	753
YKR042W	UTH1	1353
YKR043C	YKR043C	816
YKR044W	YKR044W	1332
YKR045C	YKR045C	576
YKR046C	YKR046C	852
YKR047W	YKR047W	306
YKR048C	NAP1	1254
YKR049C	YKR049C	402
YKR050W	TRK2	2670
YKR051W	YKR051W	1257
YKR052C	MRS4	915
YKR053C	YSR3	1215
YKR054C	DYN1	12279
YKR055W	RHO4	876
YKR056W	RNC1	1854
YKR057W	RPS21A	586
YKR058W	GLG1	1443
YKR059W	TIF1	1188
YKR060W	YKR060W	825
YKR061W	KTR2	1278
YKR062W	TFA2	987
YKR063C	LAS1	1509
YKR064W	YKR064W	2592
YKR065C	YKR065C	594
YKR066C	CCP1	1086
YKR067W	YKR067W	2232
YKR068C	BET3	582
YKR069W	MET1	1782
YKR070W	YKR070W	1059
YKR071C	YKR071C	1047
YKR072C	SIS2	1689
YKR073C	YKR073C	321
YKR074W	YKR074W	468
YKR075C	YKR075C	924
YKR076W	ECM4	1113
YKR077W	YKR077W	1092
YKR078W	YKR078W	1758
YKR079C	YKR079C	2517
YKR080W	MTD1	963
YKR081C	YKR081C	1035
YKR082W	NUP133	3474
YKR083C	YKR083C	402
YKR084C	HBS1	1836
YKR085C	MRPL20	588
YKR086W	PRP16	3216
YKR087C	YKR087C	945
YKR088C	YKR088C	1014
YKR089C	YKR089C	2733
YKR090W	YKR090W	2121
YKR091W	SRL3	459
YKR092C	SRP40	1221
YKR093W	PTR2	1806
YKR094C	RPL40B	755
YKR095W	MLP1	5628
YKR096W	YKR096W	3588
YKR097W	PCK1	1650
YKR098C	UBP11	2154
YKR099W	BAS1	2436
YKR100C	YKR100C	726
YKR101W	SIR1	2037
YKR102W	FLO10	3510
YKR103W	YKR103W	3657
YKR104W	YKR104W	921
YKR105C	YKR105C	1749
YKR106W	YKR106W	1848
YLL001W	DNM1	2274
YLL002W	REM50	1311
YLL003W	SFI1	2841
YLL004W	ORC3	1851
YLL005C	YLL005C	2607
YLL006W	MMM1	1281
YLL007C	YLL007C	1998
YLL008W	DRS1	2259
YLL009C	COX17	210
YLL010C	PSR1	1284
YLL011W	SOF1	1470
YLL012W	YLL012W	1722
YLL013C	YLL013C	2640
YLL014W	YLL014W	327
YLL015W	BPT1	4680
YLL016W	SDC25	3147
YLL017W	YLL017W	312
YLL018C	DPS1	1674
YLL018C-A	COX19	297
YLL019C	KNS1	2214
YLL020C	YLL020C	306
YLL021W	SPA2	4401
YLL022C	HIF1	1158
YLL023C	YLL023C	840
YLL024C	SSA2	1920
YLL025W	YLL025W	375
YLL026W	HSP104	2727
YLL027W	ISA1	753
YLL028W	TPO1	1761
YLL029W	YLL029W	2250
YLL030C	YLL030C	342
YLL031C	GPI13	3054
YLL032C	YLL032C	2478
YLL033W	YLL033W	693
YLL034C	YLL034C	2514
YLL035W	GRC3	1899
YLL036C	PRP19	1512
YLL037W	YLL037W	381
YLL038C	ENT4	744
YLL039C	UBI4	1146
YLL040C	VPS13	9435
YLL041C	SDH2	801
YLL042C	APG10	504
YLL043W	FPS1	2010
YLL044W	YLL044W	447
YLL045C	RPL8B	771
YLL046C	RNP1	750
YLL047W	YLL047W	384
YLL048C	YBT1	4986
YLL049W	YLL049W	540
YLL050C	COF1	611
YLL051C	FRE6	2139
YLL052C	AQY2	450
YLL053C	YLL053C	459
YLL054C	YLL054C	2310
YLL055W	YLL055W	1596
YLL056C	YLL056C	897
YLL057C	YLL057C	1239
YLL058W	YLL058W	1728
YLL059C	YLL059C	507
YLL060C	GTT2	702
YLL061W	MMP1	1752
YLL062C	MHT1	975
YLL063C	AYT1	1425
YLL064C	YLL064C	363
YLL065W	GIN11	351
YLL066C	YLL066C	3717
YLL067C	YLL067C	3717
YLR001C	YLR001C	2589
YLR002C	YLR002C	1992
YLR003C	YLR003C	876
YLR004C	YLR004C	1572
YLR005W	SSL1	1386
YLR006C	SSK1	2139
YLR007W	YLR007W	1011
YLR008C	YLR008C	507
YLR009W	YLR009W	600
YLR010C	YLR010C	483
YLR011W	YLR011W	576
YLR012C	YLR012C	369
YLR013W	GAT3	426
YLR014C	PPR1	2715
YLR015W	BRE2	1518
YLR016C	YLR016C	615
YLR017W	MEU1	1014
YLR018C	POM34	900
YLR019W	PSR2	1194
YLR020C	YLR020C	1617
YLR021W	YLR021W	540
YLR022C	YLR022C	753
YLR023C	YLR023C	1632
YLR024C	UBR2	5619
YLR025W	SNF7	723
YLR026C	SED5	1023
YLR027C	AAT2	1299
YLR028C	ADE16	1776
YLR029C	RPL15A	615
YLR030W	YLR030W	792
YLR031W	YLR031W	561
YLR032W	RAD5	3510
YLR033W	YLR033W	1509
YLR034C	SMF3	1422
YLR035C	MLH2	2088
YLR035C-A	YLR035C-A	3468
YLR036C	YLR036C	612
YLR037C	YLR037C	375
YLR038C	COX12	252
YLR039C	RIC1	3171
YLR040C	YLR040C	675
YLR041W	YLR041W	321
YLR042C	YLR042C	486
YLR043C	TRX1	312
YLR044C	PDC1	1692
YLR045C	STU2	2667
YLR046C	YLR046C	813
YLR047C	YLR047C	2061
YLR048W	RPS0B	1118
YLR049C	YLR049C	1287
YLR050C	YLR050C	486
YLR051C	YLR051C	654
YLR052W	YLR052W	753
YLR053C	YLR053C	327
YLR054C	YLR054C	1539
YLR055C	SPT8	1809
YLR056W	ERG3	1098
YLR057W	YLR057W	2550
YLR058C	SHM2	1410
YLR059C	REX2	810
YLR060W	FRS1	1788
YLR061W	RPL22A	755
YLR062C	YLR062C	378
YLR063W	YLR063W	1098
YLR064W	YLR064W	822
YLR065C	YLR065C	546
YLR066W	SPC3	555
YLR067C	PET309	2898
YLR068W	YLR068W	456
YLR069C	MEF1	2286
YLR070C	YLR070C	1071
YLR071C	RGR1	3249
YLR072W	YLR072W	2082
YLR073C	YLR073C	603
YLR074C	YLR074C	501
YLR075W	RPL10	666
YLR076C	YLR076C	423
YLR077W	YLR077W	1752
YLR078C	BOS1	824
YLR079W	SIC1	855
YLR080W	YLR080W	1335
YLR081W	GAL2	1725
YLR082C	SRL2	1179
YLR083C	EMP70	2004
YLR084C	RAX2	3663
YLR085C	ARP6	1317
YLR086W	SMC4	4257
YLR087C	YLR087C	8877
YLR088W	GAA1	1845
YLR089C	YLR089C	1779
YLR090W	XDJ1	1380
YLR091W	YLR091W	882
YLR092W	SUL2	2682
YLR093C	NYV1	903
YLR094C	GIS3	1509
YLR095C	IOC2	2439
YLR096W	KIN2	3444
YLR097C	YLR097C	1035
YLR098C	CHA4	1947
YLR099C	ICT1	1185
YLR100W	ERG27	1044
YLR101C	YLR101C	396
YLR102C	APC9	798
YLR103C	CDC45	1953
YLR104W	YLR104W	396
YLR105C	SEN2	1134
YLR106C	YLR106C	14733
YLR107W	REX3	1215
YLR108C	YLR108C	1458
YLR109W	AHP1	531
YLR110C	YLR110C	402
YLR111W	YLR111W	333
YLR112W	YLR112W	420
YLR113W	HOG1	1308
YLR114C	EFR4	2295
YLR115W	CFT2	2580
YLR116W	MSL5	1431
YLR117C	CLF1	2064
YLR118C	YLR118C	684
YLR119W	SRN2	642
YLR120C	YPS1	1710
YLR121C	YPS3	1527
YLR122C	YLR122C	378
YLR123C	YLR123C	330
YLR124W	YLR124W	345
YLR125W	YLR125W	411
YLR126C	YLR126C	756
YLR127C	APC2	2562
YLR128W	YLR128W	904
YLR129W	DIP2	2832
YLR130C	ZRT2	1269
YLR131C	ACE2	2313
YLR132C	YLR132C	873
YLR133W	CKI1	1749
YLR134W	PDC5	1692
YLR135W	YLR135W	2247
YLR136C	TIS11	858
YLR137W	YLR137W	1104
YLR138W	NHA1	2958
YLR139C	SLS1	1932
YLR140W	YLR140W	327
YLR141W	RRN5	1092
YLR142W	PUT1	1431
YLR143W	YLR143W	2058
YLR144C	ACF2	2340
YLR145W	YLR145W	606
YLR146C	SPE4	903
YLR147C	SMD3	306
YLR148W	PEP3	2757
